Database,Term,Adjusted_p_value,Gene_Count,Associated_Genes,Gene_Ratio,minus_log10_adjusted_p
GO:CC,cytoskeleton,0.0004947945237945,10,CDK1;EGFR;CCNB1;BUB1B;CDC20;TOP2A;GNAI1;CCNA2;CCNB2;MAD2L1,0.5,3.305575115629313
GO:CC,pronucleus,0.0005019178717222,2,EZH2;CCNA2,0.1,3.299367340177335
GO:CC,nucleoplasm,0.0005019178717222,13,CDK1;CCNB1;CDC20;EZH2;STAT1;TOP2A;RRM2;GNAI1;PPARG;CCNA2;UBE2C;MAD2L1;FOXO1,0.65,3.299367340177335
GO:CC,perinuclear region of cytoplasm,0.0005239970743623,6,EGFR;BUB1B;STAT1;CAV1;PPARG;MAD2L1,0.3,3.280671137809843
GO:CC,spindle,0.000624024233894,5,CDK1;CCNB1;BUB1B;CDC20;MAD2L1,0.25,3.2047985442244413
GO:CC,intracellular membrane-bounded organelle,0.0007278189128918,20,CDK1;EGFR;CCNB1;BUB1B;FN1;CDC20;EZH2;STAT1;TOP2A;CAV1;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;FGF2;CCNB2;MAD2L1;FOXO1,1.0,3.1379766631522834
GO:CC,centrosome,0.000767359816932,6,CDK1;CCNB1;BUB1B;CDC20;GNAI1;CCNB2,0.3,3.115000946526247
GO:CC,cytosol,0.0012424887287435,14,CDK1;EGFR;CCNB1;BUB1B;CDC20;STAT1;RRM2;GNAI1;PPARG;CCNA2;UBE2C;CCNB2;MAD2L1;FOXO1,0.7,2.9057075422861187
GO:CC,outer kinetochore,0.00134212135315,2,CCNB1;BUB1B,0.1,2.872208213957862
GO:CC,"transferase complex, transferring phosphorus-containing groups",0.00134212135315,4,CDK1;CCNB1;CCNA2;CCNB2,0.2,2.872208213957862
GO:CC,nuclear protein-containing complex,0.0016708030532336,7,BUB1B;CDC20;EZH2;STAT1;PPARG;UBE2C;MAD2L1,0.35,2.777074739774332
GO:CC,intracellular organelle,0.0026629385818239,20,CDK1;EGFR;CCNB1;BUB1B;FN1;CDC20;EZH2;STAT1;TOP2A;CAV1;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;FGF2;CCNB2;MAD2L1;FOXO1,1.0,2.574638850039676
GO:CC,membrane-bounded organelle,0.0026629385818239,20,CDK1;EGFR;CCNB1;BUB1B;FN1;CDC20;EZH2;STAT1;TOP2A;CAV1;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;FGF2;CCNB2;MAD2L1;FOXO1,1.0,2.574638850039676
GO:CC,spindle pole,0.005178426752803,3,CCNB1;CDC20;MAD2L1,0.15,2.2858021623309392
GO:CC,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex",0.0054548850107532,1,TOP2A,0.05,2.2632143999283763
GO:CC,endosomal intralumenal vesicle lumen,0.0054548850107532,1,EGFR,0.05,2.2632143999283763
GO:CC,"multivesicular body, internal vesicle lumen",0.0054548850107532,1,EGFR,0.05,2.2632143999283763
GO:CC,cytoplasm,0.0056892238413556,19,CDK1;EGFR;CCNB1;BUB1B;FN1;CDC20;STAT1;TOP2A;CAV1;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;FGF2;CCNB2;MAD2L1;FOXO1,0.95,2.244946978667961
GO:CC,cullin-RING ubiquitin ligase complex,0.005923022307928,3,BUB1B;CDC20;UBE2C,0.15,2.22745663166907
GO:CC,organelle,0.0063451305156623,20,CDK1;EGFR;CCNB1;BUB1B;FN1;CDC20;EZH2;STAT1;TOP2A;CAV1;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;FGF2;CCNB2;MAD2L1;FOXO1,1.0,2.1975594402912613
GO:CC,cyclin A1-CDK1 complex,0.0093772524137221,1,CDK1,0.05,2.027924393642049
GO:CC,caveolar macromolecular signaling complex,0.0093772524137221,1,CAV1,0.05,2.027924393642049
GO:CC,Shc-EGFR complex,0.0093772524137221,1,EGFR,0.05,2.027924393642049
GO:CC,mitotic spindle assembly checkpoint MAD1-MAD2 complex,0.0093772524137221,1,MAD2L1,0.05,2.027924393642049
GO:CC,cyclin A2-CDK2 complex,0.0132624144051207,1,CCNA2,0.05,1.877377405993804
GO:CC,ribonucleoside-diphosphate reductase complex,0.0132624144051207,1,RRM2,0.05,1.877377405993804
GO:CC,ISGF3 complex,0.0132624144051207,1,STAT1,0.05,1.877377405993804
GO:CC,intracellular anatomical structure,0.0157964174059055,20,CDK1;EGFR;CCNB1;BUB1B;FN1;CDC20;EZH2;STAT1;TOP2A;CAV1;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;FGF2;CCNB2;MAD2L1;FOXO1,1.0,1.80144139894876
GO:CC,ubiquitin ligase complex,0.0182521754139118,3,BUB1B;CDC20;UBE2C,0.15,1.7386853660593662
GO:CC,ciliary basal body,0.0194368453777993,3,EGFR;BUB1B;GNAI1,0.15,1.711374220180698
GO:CC,"multivesicular body, internal vesicle",0.0237881920552356,1,EGFR,0.05,1.623638563858973
GO:CC,male pronucleus,0.0237881920552356,1,CCNA2,0.05,1.623638563858973
GO:CC,endosomal intralumenal vesicle,0.0237881920552356,1,EGFR,0.05,1.623638563858973
GO:CC,receptor complex,0.0246838556677297,3,EGFR;KIT;PPARG,0.15,1.6075870016715137
GO:CC,acrosomal vesicle,0.0273323594407297,2,CAV1;KIT,0.1,1.5633228766183436
GO:CC,fibrinogen complex,0.0296712015149642,1,FN1,0.05,1.5276648668697583
GO:CC,female pronucleus,0.0296712015149642,1,CCNA2,0.05,1.5276648668697583
GO:CC,cytoplasmic side of plasma membrane,0.040074011904208,2,GNAI1;KIT,0.1,1.397137177142013
GO:CC,"chromosome, telomeric region",0.0404716804618006,2,CDK1;EZH2,0.1,1.392848762494146
GO:CC,cilium,0.0426520068086108,4,EGFR;BUB1B;CAV1;GNAI1,0.2,1.3700605301376738
GO:CC,nuclear pore nuclear basket,0.0445481306700604,1,MAD2L1,0.05,1.3511705151222937
GO:CC,chromatin silencing complex,0.0445481306700604,1,EZH2,0.05,1.3511705151222937
GO:MF,enzyme binding,0.0003302369015821,11,EGFR;CCNB1;FN1;STAT1;TOP2A;CAV1;KIT;PPARG;CCNA2;UBE2C;FOXO1,0.55,3.4811743990984247
GO:MF,chromatin binding,0.0003302369015821,7,CDK1;EGFR;EZH2;STAT1;TOP2A;PPARG;FOXO1,0.35,3.4811743990984247
GO:MF,cyclin-dependent protein serine/threonine kinase regulator activity,0.0007489397487057,3,CCNB1;CCNA2;CCNB2,0.15,3.125553119359477
GO:MF,protein kinase regulator activity,0.0007489397487057,5,EGFR;CCNB1;CAV1;CCNA2;CCNB2,0.25,3.125553119359477
GO:MF,cyclin-dependent protein kinase regulator activity,0.0007489397487057,3,CCNB1;CCNA2;CCNB2,0.15,3.125553119359477
GO:MF,kinase regulator activity,0.0007489397487057,5,EGFR;CCNB1;CAV1;CCNA2;CCNB2,0.25,3.125553119359477
GO:MF,protein phosphatase binding,0.0007489397487057,4,EGFR;STAT1;PPARG;FOXO1,0.2,3.125553119359477
GO:MF,ubiquitin-like protein ligase binding,0.0007489397487057,5,EGFR;CCNB1;STAT1;UBE2C;FOXO1,0.25,3.125553119359477
GO:MF,identical protein binding,0.0008789586946018,10,EGFR;FN1;STAT1;TOP2A;CAV1;RRM2;KIT;PPARG;FGF2;MAD2L1,0.5,3.0560315334904917
GO:MF,enzyme regulator activity,0.0011156278999091,8,EGFR;CCNB1;FN1;CDC20;CAV1;GNAI1;CCNA2;CCNB2,0.4,2.9524806333221765
GO:MF,patched binding,0.0011156278999091,2,CCNB1;CAV1,0.1,2.9524806333221765
GO:MF,phosphatase binding,0.0013601080760203,4,EGFR;STAT1;PPARG;FOXO1,0.2,2.8664265806339007
GO:MF,promoter-specific chromatin binding,0.0014717471717629,3,EZH2;STAT1;FOXO1,0.15,2.832166790092942
GO:MF,molecular function regulator activity,0.0035625270063077,9,EGFR;CCNB1;FN1;CDC20;CAV1;GNAI1;CCNA2;FGF2;CCNB2,0.45,2.4482418347319266
GO:MF,protein-containing complex binding,0.0043423291047704,7,EGFR;FN1;CDC20;EZH2;CAV1;GNAI1;FGF2,0.35,2.3622772644906784
GO:MF,carbohydrate derivative binding,0.0043423291047704,9,CDK1;EGFR;BUB1B;FN1;TOP2A;GNAI1;KIT;UBE2C;FGF2,0.45,2.3622772644906784
GO:MF,transcription coregulator binding,0.0046343655242819,3,EZH2;STAT1;PPARG,0.15,2.334009715276692
GO:MF,cell adhesion molecule binding,0.0046343655242819,5,EGFR;FN1;STAT1;FGF2;CCNB2,0.25,2.334009715276692
GO:MF,RNA polymerase II core promoter sequence-specific DNA binding,0.0046343655242819,2,EZH2;STAT1,0.1,2.334009715276692
GO:MF,enzyme activator activity,0.0068132634505271,5,EGFR;CCNB1;FN1;CDC20;CAV1,0.25,2.1666448177392903
GO:MF,protein phosphatase 2A binding,0.0074447082336257,2,STAT1;FOXO1,0.1,2.128152318060808
GO:MF,protein dimerization activity,0.0083688428282393,6,STAT1;TOP2A;CAV1;RRM2;KIT;MAD2L1,0.3,2.077334588369109
GO:MF,transcription coactivator binding,0.009592427144048,2,STAT1;PPARG,0.1,2.018071490650164
GO:MF,macrophage colony-stimulating factor receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,core promoter sequence-specific DNA binding,0.009592427144048,2,EZH2;STAT1,0.1,2.018071490650164
GO:MF,transcription corepressor binding,0.009592427144048,2,EZH2;STAT1,0.1,2.018071490650164
GO:MF,platelet-derived growth factor receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,platelet-derived growth factor alpha-receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,protein tyrosine kinase collagen receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,brain-derived neurotrophic factor receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,inward rectifier potassium channel inhibitor activity,0.009592427144048,1,CAV1,0.05,2.018071490650164
GO:MF,molecular function activator activity,0.009592427144048,6,EGFR;CCNB1;FN1;CDC20;CAV1;FGF2,0.3,2.018071490650164
GO:MF,insulin receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,protein homodimerization activity,0.009592427144048,5,STAT1;TOP2A;RRM2;KIT;MAD2L1,0.25,2.018071490650164
GO:MF,insulin-like growth factor receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,GPI-linked ephrin receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,boss receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,vascular endothelial growth factor receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,neurotrophin receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,stem cell factor receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,placental growth factor receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,kinase binding,0.009592427144048,5,EGFR;CCNB1;TOP2A;CAV1;CCNA2,0.25,2.018071490650164
GO:MF,platelet-derived growth factor beta-receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,hepatocyte growth factor receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,fibroblast growth factor receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,epidermal growth factor receptor activity,0.009592427144048,2,EGFR;KIT,0.1,2.018071490650164
GO:MF,collagen receptor activity,0.0097829681668853,2,EGFR;KIT,0.1,2.009529359636857
GO:MF,ephrin receptor activity,0.0097829681668853,2,EGFR;KIT,0.1,2.009529359636857
GO:MF,transmembrane-ephrin receptor activity,0.0097829681668853,2,EGFR;KIT,0.1,2.009529359636857
GO:MF,signaling receptor binding,0.0101756061920414,6,CCNB1;FN1;STAT1;CAV1;GNAI1;FGF2,0.3,1.9924397090789956
GO:MF,peptidase activator activity,0.0109833824071635,2,FN1;CAV1,0.1,1.959263895354486
GO:MF,purine ribonucleoside triphosphate binding,0.0117782296376803,7,CDK1;EGFR;BUB1B;TOP2A;GNAI1;KIT;UBE2C,0.35,1.9289199825851056
GO:MF,transmembrane receptor protein tyrosine kinase activity,0.0122070847763367,2,EGFR;KIT,0.1,1.9133880393078253
GO:MF,ribonucleotide binding,0.0127801633881598,7,CDK1;EGFR;BUB1B;TOP2A;GNAI1;KIT;UBE2C,0.35,1.8934635938988504
GO:MF,purine ribonucleotide binding,0.0127801633881598,7,CDK1;EGFR;BUB1B;TOP2A;GNAI1;KIT;UBE2C,0.35,1.8934635938988504
GO:MF,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",0.0127801633881598,1,TOP2A,0.05,1.8934635938988504
GO:MF,nitric-oxide synthase inhibitor activity,0.0127801633881598,1,CAV1,0.05,1.8934635938988504
GO:MF,anion binding,0.0127801633881598,8,CDK1;EGFR;BUB1B;TOP2A;GNAI1;KIT;PPARG;UBE2C,0.4,1.8934635938988504
GO:MF,DNA negative supercoiling activity,0.0127801633881598,1,TOP2A,0.05,1.8934635938988504
GO:MF,protein-hormone receptor activity,0.0127801633881598,2,EGFR;KIT,0.1,1.8934635938988504
GO:MF,purine nucleotide binding,0.0157051294774401,7,CDK1;EGFR;BUB1B;TOP2A;GNAI1;KIT;UBE2C,0.35,1.803958478806641
GO:MF,virus receptor activity,0.0159664370465588,2,CDK1;EGFR,0.1,1.79679198703346
GO:MF,transmembrane receptor protein kinase activity,0.0159664370465588,2,EGFR;KIT,0.1,1.79679198703346
GO:MF,histone H3K27 trimethyltransferase activity,0.0159664370465588,1,EZH2,0.05,1.79679198703346
GO:MF,protein kinase activity,0.0159664370465588,4,CDK1;EGFR;BUB1B;KIT,0.2,1.79679198703346
GO:MF,ATPase binding,0.0159664370465588,2,EGFR;CAV1,0.1,1.79679198703346
GO:MF,receptor-receptor interaction,0.0159664370465588,1,FGF2,0.05,1.79679198703346
GO:MF,ribonucleoside-diphosphate reductase activity,0.0159664370465588,1,RRM2,0.05,1.79679198703346
GO:MF,ATP binding,0.0159664370465588,6,CDK1;EGFR;BUB1B;TOP2A;KIT;UBE2C,0.3,1.79679198703346
GO:MF,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",0.0159664370465588,1,RRM2,0.05,1.79679198703346
GO:MF,G protein-coupled serotonin receptor binding,0.0159664370465588,1,GNAI1,0.05,1.79679198703346
GO:MF,D2 dopamine receptor binding,0.0159664370465588,1,GNAI1,0.05,1.79679198703346
GO:MF,exogenous protein binding,0.0160250375926851,2,CDK1;EGFR,0.1,1.795200943008736
GO:MF,adenyl ribonucleotide binding,0.0174521078756721,6,CDK1;EGFR;BUB1B;TOP2A;KIT;UBE2C,0.3,1.7581521111983769
GO:MF,protein binding,0.0182367580234431,20,CDK1;EGFR;CCNB1;BUB1B;FN1;CDC20;EZH2;STAT1;TOP2A;CAV1;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;FGF2;CCNB2;MAD2L1;FOXO1,1.0,1.7390523643447966
GO:MF,nucleotide binding,0.0193916062012989,7,CDK1;EGFR;BUB1B;TOP2A;GNAI1;KIT;UBE2C,0.35,1.7123862169413755
GO:MF,histone H3K9me2/3 reader activity,0.0193916062012989,1,FGF2,0.05,1.7123862169413755
GO:MF,epidermal growth factor binding,0.0193916062012989,1,EGFR,0.05,1.7123862169413755
GO:MF,DNA binding domain binding,0.0193916062012989,1,PPARG,0.05,1.7123862169413755
GO:MF,nucleoside phosphate binding,0.0196491778723047,7,CDK1;EGFR;BUB1B;TOP2A;GNAI1;KIT;UBE2C,0.35,1.7066556159242183
GO:MF,protein kinase binding,0.0208398596976998,4,CCNB1;TOP2A;CAV1;CCNA2,0.2,1.6811052092074403
GO:MF,cadherin binding,0.0211374523767133,3,EGFR;STAT1;CCNB2,0.15,1.6749473578710283
GO:MF,adenyl nucleotide binding,0.0213003878088437,6,CDK1;EGFR;BUB1B;TOP2A;KIT;UBE2C,0.3,1.671612489438837
GO:MF,"phosphotransferase activity, alcohol group as acceptor",0.0221037840597881,4,CDK1;EGFR;BUB1B;KIT,0.2,1.6555333708575832
GO:MF,"oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor",0.0225161236242254,1,RRM2,0.05,1.6475063755220694
GO:MF,RNA polymerase II CTD heptapeptide repeat T4 kinase activity,0.0239102579011677,1,CDK1,0.05,1.6214157394655735
GO:MF,DNA topoisomerase activity,0.0239102579011677,1,TOP2A,0.05,1.6214157394655735
GO:MF,RNA polymerase II CTD heptapeptide repeat S7 kinase activity,0.0239102579011677,1,CDK1,0.05,1.6214157394655735
GO:MF,heterocyclic compound binding,0.0239102579011677,7,CDK1;EGFR;BUB1B;TOP2A;GNAI1;KIT;UBE2C,0.35,1.6214157394655735
GO:MF,RNA polymerase II CTD heptapeptide repeat S5 kinase activity,0.0239102579011677,1,CDK1,0.05,1.6214157394655735
GO:MF,histone H3K27 methyltransferase activity,0.0239102579011677,1,EZH2,0.05,1.6214157394655735
GO:MF,arachidonate binding,0.0239102579011677,1,PPARG,0.05,1.6214157394655735
GO:MF,CCR5 chemokine receptor binding,0.0239102579011677,1,STAT1,0.05,1.6214157394655735
GO:MF,RNA polymerase II CTD heptapeptide repeat S2 kinase activity,0.0239102579011677,1,CDK1,0.05,1.6214157394655735
GO:MF,RNA polymerase II CTD heptapeptide repeat Y1 kinase activity,0.0239102579011677,1,CDK1,0.05,1.6214157394655735
GO:MF,icosatetraenoic acid binding,0.0239102579011677,1,PPARG,0.05,1.6214157394655735
GO:MF,chromatin DNA binding,0.0267610497196525,2,EZH2;FOXO1,0.1,1.5724968550854077
GO:MF,icosanoid binding,0.0267648007752213,1,PPARG,0.05,1.572435984955462
GO:MF,LBD domain binding,0.0267648007752213,1,PPARG,0.05,1.572435984955462
GO:MF,nitric-oxide synthase regulator activity,0.0267648007752213,1,CAV1,0.05,1.572435984955462
GO:MF,kinase activity,0.0268407766475147,4,CDK1;EGFR;BUB1B;KIT,0.2,1.571204921854381
GO:MF,primary miRNA binding,0.0293957394319341,1,EZH2,0.05,1.5317156109241337
GO:MF,protein tyrosine kinase inhibitor activity,0.0293957394319341,1,CAV1,0.05,1.5317156109241337
GO:MF,ferric iron binding,0.0293957394319341,1,RRM2,0.05,1.5317156109241337
GO:MF,growth factor binding,0.0303273604988116,2,EGFR;KIT,0.1,1.518165386282936
GO:MF,protease binding,0.0309409770509194,2,FN1;KIT,0.1,1.5094659763146374
GO:MF,protein kinase activator activity,0.0312492333101172,2,EGFR;CCNB1,0.1,1.505160633464546
GO:MF,potassium channel inhibitor activity,0.0312492333101172,1,CAV1,0.05,1.505160633464546
GO:MF,anaphase-promoting complex binding,0.0312492333101172,1,CDC20,0.05,1.505160633464546
GO:MF,histone H3 reader activity,0.0312492333101172,1,FGF2,0.05,1.505160633464546
GO:MF,nitric-oxide synthase binding,0.0321582413908203,1,CAV1,0.05,1.492707709150748
GO:MF,STAT family protein binding,0.0321582413908203,1,PPARG,0.05,1.492707709150748
GO:MF,cytokine binding,0.0321582413908203,2,KIT;FGF2,0.1,1.492707709150748
GO:MF,ubiquitin ligase activator activity,0.0321582413908203,1,CDC20,0.05,1.492707709150748
GO:MF,prostaglandin receptor activity,0.0321582413908203,1,PPARG,0.05,1.492707709150748
GO:MF,kinase activator activity,0.0321582413908203,2,EGFR;CCNB1,0.1,1.492707709150748
GO:MF,protein tyrosine kinase activity,0.0321582413908203,2,EGFR;KIT,0.1,1.492707709150748
GO:MF,protein serine/threonine kinase activity,0.0321582413908203,3,CDK1;EGFR;BUB1B,0.15,1.492707709150748
GO:MF,RNA polymerase II CTD heptapeptide repeat kinase activity,0.0321582413908203,1,CDK1,0.05,1.492707709150748
GO:MF,prostanoid receptor activity,0.0341193556857832,1,PPARG,0.05,1.466999178698859
GO:MF,"oxidoreductase activity, acting on CH or CH2 groups",0.0341193556857832,1,RRM2,0.05,1.466999178698859
GO:MF,adenylate cyclase regulator activity,0.0341193556857832,1,GNAI1,0.05,1.466999178698859
GO:MF,cyclin-dependent protein serine/threonine kinase activator activity,0.0341193556857832,1,CCNB1,0.05,1.466999178698859
GO:MF,heparin binding,0.034260483007041,2,FN1;FGF2,0.1,1.4652065186088623
GO:MF,integrin binding,0.0348537702904182,2,FN1;FGF2,0.1,1.4577502354208576
GO:MF,histone binding,0.0385675878521896,2,EZH2;STAT1,0.1,1.4137775225351144
GO:MF,long-chain fatty acid binding,0.0390100693536823,1,PPARG,0.05,1.4088232775811906
GO:MF,"transferase activity, transferring phosphorus-containing groups",0.0406913600038262,4,CDK1;EGFR;BUB1B;KIT,0.2,1.3904977947304786
GO:MF,dopamine receptor binding,0.0413368510555768,1,GNAI1,0.05,1.383662609984361
GO:MF,double-stranded DNA binding,0.0426135321467571,5,EGFR;EZH2;STAT1;PPARG;FOXO1,0.25,1.3704524665442204
GO:MF,ubiquitin-protein transferase activator activity,0.0426135321467571,1,CDC20,0.05,1.3704524665442204
GO:MF,nuclear retinoid X receptor binding,0.0426135321467571,1,PPARG,0.05,1.3704524665442204
GO:MF,icosanoid receptor activity,0.0426135321467571,1,PPARG,0.05,1.3704524665442204
GO:MF,oxysterol binding,0.0426135321467571,1,CAV1,0.05,1.3704524665442204
GO:MF,cyclase regulator activity,0.0447614544472303,1,GNAI1,0.05,1.3490958102548605
GO:MF,"DNA binding, bending",0.0447614544472303,1,TOP2A,0.05,1.3490958102548605
GO:MF,peptidase regulator activity,0.0484702716709874,2,FN1;CAV1,0.1,1.3145245460936206
KEGG,Progesterone-mediated oocyte maturation,3.418184594933402e-08,6,CDK1;CCNB1;GNAI1;CCNA2;CCNB2;MAD2L1,0.3,7.4662044874326545
KEGG,Cell cycle,3.418184594933402e-08,7,CDK1;CCNB1;BUB1B;CDC20;CCNA2;CCNB2;MAD2L1,0.35,7.4662044874326545
KEGG,Pathways in cancer,7.191682679167287e-08,9,EGFR;FN1;STAT1;GNAI1;KIT;PPARG;CCNA2;FGF2;FOXO1,0.45,7.143169483361442
KEGG,KEGG root term,7.28813076302177e-07,20,CDK1;EGFR;CCNB1;BUB1B;FN1;CDC20;EZH2;STAT1;TOP2A;CAV1;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;FGF2;CCNB2;MAD2L1;FOXO1,1.0,6.137383843890529
KEGG,Oocyte meiosis,4.403303771445369e-06,5,CDK1;CCNB1;CDC20;CCNB2;MAD2L1,0.25,5.35622135276174
KEGG,Cellular senescence,1.5741791751832205e-05,5,CDK1;CCNB1;CCNA2;CCNB2;FOXO1,0.25,4.802945837183621
KEGG,p53 signaling pathway,2.9933497546680952e-05,4,CDK1;CCNB1;RRM2;CCNB2,0.2,4.5238425355327
KEGG,Human T-cell leukemia virus 1 infection,6.343776592879014e-05,5,BUB1B;CDC20;CCNA2;CCNB2;MAD2L1,0.25,4.197652119856324
KEGG,FoxO signaling pathway,0.0001888203529256,4,EGFR;CCNB1;CCNB2;FOXO1,0.2,3.723951194959136
KEGG,Human papillomavirus infection,0.0003132466720699,5,EGFR;FN1;STAT1;CCNA2;FOXO1,0.25,3.504113534250293
KEGG,Human immunodeficiency virus 1 infection,0.0007942848783631,4,CDK1;CCNB1;GNAI1;CCNB2,0.2,3.100023705492841
KEGG,Proteoglycans in cancer,0.0007942848783631,4,EGFR;FN1;CAV1;FGF2,0.2,3.100023705492841
KEGG,Rap1 signaling pathway,0.0008252789690715,4,EGFR;GNAI1;KIT;FGF2,0.2,3.083399222057184
KEGG,Gap junction,0.001123406569356,3,CDK1;EGFR;GNAI1,0.15,2.9494630408241727
KEGG,AGE-RAGE signaling pathway in diabetic complications,0.0019595362282422,3,FN1;STAT1;FOXO1,0.15,2.707846702800708
KEGG,AMPK signaling pathway,0.0027742468534927,3,PPARG;CCNA2;FOXO1,0.15,2.556854897862606
KEGG,PI3K-Akt signaling pathway,0.0040572320131874,4,EGFR;FN1;KIT;FGF2,0.2,2.391770156415483
KEGG,Breast cancer,0.0041197064325307,3,EGFR;KIT;FGF2,0.15,2.3851337303927007
KEGG,Transcriptional misregulation in cancer,0.0067042539983753,3,PPARG;CCNA2;FOXO1,0.15,2.173649540320025
KEGG,Chemical carcinogenesis - receptor activation,0.0070627079648076,3,EGFR;GNAI1;FGF2,0.15,2.151028750975882
KEGG,Viral carcinogenesis,0.007552960533671,3,CDK1;CDC20;CCNA2,0.15,2.121882784606905
KEGG,Focal adhesion,0.0097948754034776,3,EGFR;FN1;CAV1,0.15,2.009001084112968
KEGG,Regulation of actin cytoskeleton,0.011703584204801,3,EGFR;FN1;FGF2,0.15,1.9316811158615723
KEGG,Ras signaling pathway,0.0118248908639478,3,EGFR;KIT;FGF2,0.15,1.92720285882727
KEGG,Central carbon metabolism in cancer,0.0140584692426755,2,EGFR;KIT,0.1,1.8520619649243888
KEGG,Acute myeloid leukemia,0.0143768906973444,2,KIT;CCNA2,0.1,1.842335029043288
KEGG,Melanoma,0.0151308670956774,2,EGFR;FGF2,0.1,1.8201361834059144
KEGG,Bacterial invasion of epithelial cells,0.0172281456679255,2,FN1;CAV1,0.1,1.7637614648343956
KEGG,Pancreatic cancer,0.0173829825453182,2,EGFR;STAT1,0.1,1.7598757059170216
KEGG,EGFR tyrosine kinase inhibitor resistance,0.0173829825453182,2,EGFR;FGF2,0.1,1.7598757059170216
KEGG,MAPK signaling pathway,0.0185892698371416,3,EGFR;KIT;FGF2,0.15,1.7307376684275595
KEGG,PD-L1 expression and PD-1 checkpoint pathway in cancer,0.0196174765087039,2,EGFR;STAT1,0.1,1.7073568587720702
KEGG,Longevity regulating pathway,0.0196174765087039,2,PPARG;FOXO1,0.1,1.7073568587720702
KEGG,Melanogenesis,0.022644939544731,2,GNAI1;KIT,0.1,1.6450288344168713
KEGG,Toxoplasmosis,0.0250644849492487,2,STAT1;GNAI1,0.1,1.600941215287808
KEGG,Prostate cancer,0.0250644849492487,2,EGFR;FOXO1,0.1,1.600941215287808
KEGG,"Parathyroid hormone synthesis, secretion and action",0.0267564441342222,2,EGFR;GNAI1,0.1,1.5725716037404436
KEGG,Thyroid hormone signaling pathway,0.0294470498887915,2,STAT1;FOXO1,0.1,1.530958207878413
KEGG,"Growth hormone synthesis, secretion and action",0.0296711175297599,2,STAT1;GNAI1,0.1,1.527666096154741
KEGG,Relaxin signaling pathway,0.0306144988140896,2,EGFR;GNAI1,0.1,1.514072845947566
KEGG,Estrogen signaling pathway,0.0306144988140896,2,EGFR;GNAI1,0.1,1.514072845947566
KEGG,Osteoclast differentiation,0.0332975118219405,2,STAT1;PPARG,0.1,1.477588218216639
KEGG,Ubiquitin mediated proteolysis,0.0343483459685256,2,CDC20;UBE2C,0.1,1.464094171385728
KEGG,Gastric cancer,0.0343483459685256,2,EGFR;FGF2,0.1,1.464094171385728
KEGG,Phospholipase D signaling pathway,0.0343483459685256,2,EGFR;KIT,0.1,1.464094171385728
KEGG,Hepatitis C,0.0343483459685256,2,EGFR;STAT1,0.1,1.464094171385728
KEGG,Oxytocin signaling pathway,0.0343483459685256,2,EGFR;GNAI1,0.1,1.464094171385728
KEGG,Cushing syndrome,0.0343483459685256,2,EGFR;GNAI1,0.1,1.464094171385728
KEGG,JAK-STAT signaling pathway,0.0343483459685256,2,EGFR;STAT1,0.1,1.464094171385728
KEGG,Hepatitis B,0.0366638694829188,2,STAT1;CCNA2,0.1,1.4357617017743174
KEGG,Integrin signaling,0.0366638694829188,2,EGFR;FN1,0.1,1.4357617017743174
KEGG,MicroRNAs in cancer,0.0431421518027139,2,EGFR;EZH2,0.1,1.365098197371189
